# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-06-12 15:51:28 EDT       (caww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 08067548 W Fk San Jacinto Rv nr Huntsville, TX",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 08067548,,,,
#            TS   parameter     statistic     Description,,,,
"#        173624       00060     00001     Discharge, cubic feet per second (Maximum)",,,,
"#        173625       00060     00002     Discharge, cubic feet per second (Minimum)",,,,
"#        173626       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,ft3/s,
agency_cd,site_no,datetime,173626_00060_00003,
USGS,8067548,4/30/15,96.60,
USGS,8067548,5/1/15,28.00,
USGS,8067548,5/2/15,18.10,
USGS,8067548,5/3/15,13.50,
USGS,8067548,5/4/15,10.60,
USGS,8067548,5/5/15,8.80,
USGS,8067548,5/6/15,8.19,
USGS,8067548,5/7/15,9.26,
USGS,8067548,5/8/15,10.40,
USGS,8067548,5/9/15,8.31,
USGS,8067548,5/10/15,6.55,
USGS,8067548,5/11/15,1640.00,
USGS,8067548,5/12/15,1350.00,
USGS,8067548,5/13/15,538.00,
USGS,8067548,5/14/15,681.00,
USGS,8067548,5/15/15,2030.00,
USGS,8067548,5/16/15,499.00,
USGS,8067548,5/17/15,497.00,
USGS,8067548,5/18/15,1720.00,
USGS,8067548,5/19/15,804.00,
USGS,8067548,5/20/15,219.00,
USGS,8067548,5/21/15,134.00,
USGS,8067548,5/22/15,315.00,
USGS,8067548,5/23/15,93.00,
USGS,8067548,5/24/15,147.00,
USGS,8067548,5/25/15,553.00,
USGS,8067548,5/26/15,1960.00,
USGS,8067548,5/27/15,1530.00,
USGS,8067548,5/28/15,1020.00,
USGS,8067548,5/29/15,325.00,
USGS,8067548,5/30/15,250.00,
USGS,8067548,5/31/15,318.00,
USGS,8067548,6/1/15,143.00,
USGS,8067548,6/2/15,32.90,
USGS,8067548,6/3/15,18.80,
USGS,8067548,6/4/15,13.80,
USGS,8067548,6/5/15,10.80,
USGS,8067548,6/6/15,8.88,
USGS,8067548,6/7/15,7.37,
USGS,8067548,6/8/15,5.90,
USGS,8067548,6/9/15,4.98,
USGS,8067548,6/10/15,4.30,
USGS,8067548,6/11/15,3.54,
USGS,8067548,6/12/15,2.94,
USGS,8067548,6/13/15,6.25,
USGS,8067548,6/14/15,3.81,
USGS,8067548,6/15/15,2.84,
USGS,8067548,6/16/15,3.30,
USGS,8067548,6/17/15,4.94,
USGS,8067548,6/18/15,2080.00,
USGS,8067548,6/19/15,2140.00,
USGS,8067548,6/20/15,427.00,
USGS,8067548,6/21/15,265.00,
USGS,8067548,6/22/15,108.00,
USGS,8067548,6/23/15,32.20,
USGS,8067548,6/24/15,17.30,
USGS,8067548,6/25/15,12.00,
USGS,8067548,6/26/15,8.77,
USGS,8067548,6/27/15,6.21,
USGS,8067548,6/28/15,4.65,
USGS,8067548,6/29/15,51.40,
USGS,8067548,6/30/15,21.70,
USGS,8067548,7/1/15,9.25,
USGS,8067548,7/2/15,5.80,
USGS,8067548,7/3/15,3.92,
USGS,8067548,7/4/15,2.98,
USGS,8067548,7/5/15,2.35,
USGS,8067548,7/6/15,1.89,
USGS,8067548,7/7/15,1.57,
USGS,8067548,7/8/15,1.30,
USGS,8067548,7/9/15,1.39,
USGS,8067548,7/10/15,1.11,
USGS,8067548,7/11/15,0.89,
USGS,8067548,7/12/15,0.81,
USGS,8067548,7/13/15,0.75,
USGS,8067548,7/14/15,0.67,
USGS,8067548,7/15/15,0.61,
USGS,8067548,7/16/15,0.54,
USGS,8067548,7/17/15,0.46,
USGS,8067548,7/18/15,0.38,
USGS,8067548,7/19/15,0.34,
USGS,8067548,7/20/15,0.32,
USGS,8067548,7/21/15,0.29,
USGS,8067548,7/22/15,0.25,
USGS,8067548,7/23/15,0.21,
USGS,8067548,7/24/15,0.16,
USGS,8067548,7/25/15,0.13,
USGS,8067548,7/26/15,0.11,
USGS,8067548,7/27/15,0.05,
USGS,8067548,7/28/15,0.00,
USGS,8067548,7/29/15,0.00,
USGS,8067548,7/30/15,0.00,
USGS,8067548,7/31/15,0.00,
USGS,8067548,8/1/15,0.00,
USGS,8067548,8/2/15,0.00,
USGS,8067548,8/3/15,0.00,
USGS,8067548,8/4/15,0.00,
USGS,8067548,8/5/15,0.00,
USGS,8067548,8/6/15,0.00,
USGS,8067548,8/7/15,0.00,
USGS,8067548,8/8/15,0.00,
USGS,8067548,8/9/15,0.00,
USGS,8067548,8/10/15,0.00,
USGS,8067548,8/11/15,0.00,
USGS,8067548,8/12/15,0.00,
USGS,8067548,8/13/15,0.00,
USGS,8067548,8/14/15,0.00,
USGS,8067548,8/15/15,0.00,
USGS,8067548,8/16/15,0.00,
USGS,8067548,8/17/15,0.00,
USGS,8067548,8/18/15,0.00,
USGS,8067548,8/19/15,0.00,
USGS,8067548,8/20/15,0.00,
USGS,8067548,8/21/15,0.00,
USGS,8067548,8/22/15,0.00,
USGS,8067548,8/23/15,0.00,
USGS,8067548,8/24/15,0.00,
USGS,8067548,8/25/15,0.00,
USGS,8067548,8/26/15,0.00,
USGS,8067548,8/27/15,0.16,
USGS,8067548,8/28/15,0.22,
USGS,8067548,8/29/15,0.19,
USGS,8067548,8/30/15,0.15,
USGS,8067548,8/31/15,0.14,
USGS,8067548,9/1/15,0.20,
USGS,8067548,9/2/15,0.31,
USGS,8067548,9/3/15,0.32,
USGS,8067548,9/4/15,0.28,
USGS,8067548,9/5/15,0.27,
USGS,8067548,9/6/15,0.27,
USGS,8067548,9/7/15,0.26,
USGS,8067548,9/8/15,0.26,
USGS,8067548,9/9/15,0.28,
USGS,8067548,9/10/15,0.30,
USGS,8067548,9/11/15,0.50,
USGS,8067548,9/12/15,0.46,
USGS,8067548,9/13/15,0.38,
USGS,8067548,9/14/15,0.35,
USGS,8067548,9/15/15,0.33,
USGS,8067548,9/16/15,0.28,
USGS,8067548,9/17/15,0.22,
USGS,8067548,9/18/15,0.15,
USGS,8067548,9/19/15,0.13,
USGS,8067548,9/20/15,0.16,
USGS,8067548,9/21/15,0.19,
USGS,8067548,9/22/15,0.21,
USGS,8067548,9/23/15,0.20,
USGS,8067548,9/24/15,0.18,
USGS,8067548,9/25/15,0.16,
USGS,8067548,9/26/15,0.16,
USGS,8067548,9/27/15,0.16,
USGS,8067548,9/28/15,0.24,
USGS,8067548,9/29/15,0.50,
USGS,8067548,9/30/15,0.66,
USGS,8067548,10/1/15,0.83,
USGS,8067548,10/2/15,0.97,
USGS,8067548,10/3/15,1.04,
USGS,8067548,10/4/15,1.04,
USGS,8067548,10/5/15,1.08,
USGS,8067548,10/6/15,1.07,
USGS,8067548,10/7/15,0.97,
USGS,8067548,10/8/15,0.88,
USGS,8067548,10/9/15,0.87,
USGS,8067548,10/10/15,0.96,
USGS,8067548,10/11/15,1.03,
USGS,8067548,10/12/15,1.04,
USGS,8067548,10/13/15,1.01,
USGS,8067548,10/14/15,0.85,
USGS,8067548,10/15/15,0.66,
USGS,8067548,10/16/15,0.45,
USGS,8067548,10/17/15,0.29,
USGS,8067548,10/18/15,0.16,
USGS,8067548,10/19/15,0.04,
USGS,8067548,10/20/15,0.00,
USGS,8067548,10/21/15,0.00,
USGS,8067548,10/22/15,0.00,
USGS,8067548,10/23/15,0.00,
USGS,8067548,10/24/15,0.08,
USGS,8067548,10/25/15,1.37,
USGS,8067548,10/26/15,39.50,
USGS,8067548,10/27/15,23.30,
USGS,8067548,10/28/15,5.43,
USGS,8067548,10/29/15,1.51,
USGS,8067548,10/30/15,0.86,
USGS,8067548,10/31/15,1.96,
USGS,8067548,11/1/15,23.60,
USGS,8067548,11/2/15,24.00,
USGS,8067548,11/3/15,10.10,
USGS,8067548,11/4/15,2.70,
USGS,8067548,11/5/15,1.16,
USGS,8067548,11/6/15,1.00,
USGS,8067548,11/7/15,25.20,
USGS,8067548,11/8/15,223.00,
USGS,8067548,11/9/15,112.00,
USGS,8067548,11/10/15,16.60,
USGS,8067548,11/11/15,6.20,
USGS,8067548,11/12/15,3.38,
USGS,8067548,11/13/15,2.14,
USGS,8067548,11/14/15,1.58,
USGS,8067548,11/15/15,1.42,
USGS,8067548,11/16/15,1.28,
USGS,8067548,11/17/15,1590.00,
USGS,8067548,11/18/15,1660.00,
USGS,8067548,11/19/15,311.00,
USGS,8067548,11/20/15,65.70,
USGS,8067548,11/21/15,23.30,
USGS,8067548,11/22/15,14.70,
USGS,8067548,11/23/15,11.10,
USGS,8067548,11/24/15,8.77,
USGS,8067548,11/25/15,7.47,
USGS,8067548,11/26/15,7.12,
USGS,8067548,11/27/15,6.77,
USGS,8067548,11/28/15,7.24,
USGS,8067548,11/29/15,13.60,
USGS,8067548,11/30/15,28.70,
USGS,8067548,12/1/15,27.20,
USGS,8067548,12/2/15,17.40,
USGS,8067548,12/3/15,12.00,
USGS,8067548,12/4/15,8.39,
USGS,8067548,12/5/15,6.43,
USGS,8067548,12/6/15,5.52,
USGS,8067548,12/7/15,4.99,
USGS,8067548,12/8/15,4.60,
USGS,8067548,12/9/15,4.50,
USGS,8067548,12/10/15,4.85,
USGS,8067548,12/11/15,4.95,
USGS,8067548,12/12/15,9.00,
USGS,8067548,12/13/15,904.00,
USGS,8067548,12/14/15,1090.00,
USGS,8067548,12/15/15,293.00,
USGS,8067548,12/16/15,83.10,
USGS,8067548,12/17/15,32.00,
USGS,8067548,12/18/15,19.70,
USGS,8067548,12/19/15,14.70,
USGS,8067548,12/20/15,11.90,
USGS,8067548,12/21/15,11.00,
USGS,8067548,12/22/15,10.60,
USGS,8067548,12/23/15,10.40,
USGS,8067548,12/24/15,9.35,
USGS,8067548,12/25/15,8.44,
USGS,8067548,12/26/15,8.22,
USGS,8067548,12/27/15,67.00,
USGS,8067548,12/28/15,1370.00,
USGS,8067548,12/29/15,396.00,
USGS,8067548,12/30/15,117.00,
USGS,8067548,12/31/15,38.80,
USGS,8067548,1/1/16,23.80,
USGS,8067548,1/2/16,18.40,
USGS,8067548,1/3/16,15.10,
USGS,8067548,1/4/16,12.70,
USGS,8067548,1/5/16,10.20,
USGS,8067548,1/6/16,9.62,
USGS,8067548,1/7/16,44.10,
USGS,8067548,1/8/16,68.60,
USGS,8067548,1/9/16,195.00,
USGS,8067548,1/10/16,238.00,
USGS,8067548,1/11/16,74.10,
USGS,8067548,1/12/16,25.40,
USGS,8067548,1/13/16,17.00,
USGS,8067548,1/14/16,13.70,
USGS,8067548,1/15/16,11.60,
USGS,8067548,1/16/16,10.40,
USGS,8067548,1/17/16,9.24,
USGS,8067548,1/18/16,8.05,
USGS,8067548,1/19/16,7.09,
USGS,8067548,1/20/16,6.36,
USGS,8067548,1/21/16,6.41,
USGS,8067548,1/22/16,15.20,
USGS,8067548,1/23/16,15.30,
USGS,8067548,1/24/16,10.00,
USGS,8067548,1/25/16,7.73,
USGS,8067548,1/26/16,6.43,
USGS,8067548,1/27/16,5.40,
USGS,8067548,1/28/16,4.63,
USGS,8067548,1/29/16,4.08,
USGS,8067548,1/30/16,4.09,
USGS,8067548,1/31/16,4.17,
USGS,8067548,2/1/16,3.56,
USGS,8067548,2/2/16,3.41,
USGS,8067548,2/3/16,3.09,
USGS,8067548,2/4/16,2.51,
USGS,8067548,2/5/16,1.93,
USGS,8067548,2/6/16,2.00,
USGS,8067548,2/7/16,2.19,
USGS,8067548,2/8/16,2.03,
USGS,8067548,2/9/16,1.97,
USGS,8067548,2/10/16,1.87,
USGS,8067548,2/11/16,2.53,
USGS,8067548,2/12/16,2.93,
USGS,8067548,2/13/16,3.32,
USGS,8067548,2/14/16,3.60,
USGS,8067548,2/15/16,3.95,
USGS,8067548,2/16/16,3.89,
USGS,8067548,2/17/16,4.11,
USGS,8067548,2/18/16,3.94,
USGS,8067548,2/19/16,3.86,
USGS,8067548,2/20/16,4.11,
USGS,8067548,2/21/16,4.65,
USGS,8067548,2/22/16,22.90,
USGS,8067548,2/23/16,140.00,
USGS,8067548,2/24/16,239.00,
USGS,8067548,2/25/16,55.30,
USGS,8067548,2/26/16,16.50,
USGS,8067548,2/27/16,9.30,
USGS,8067548,2/28/16,6.43,
USGS,8067548,2/29/16,5.10,
USGS,8067548,3/1/16,4.41,
USGS,8067548,3/2/16,4.00,
USGS,8067548,3/3/16,3.51,
USGS,8067548,3/4/16,3.40,
USGS,8067548,3/5/16,3.61,
USGS,8067548,3/6/16,3.44,
USGS,8067548,3/7/16,3.27,
USGS,8067548,3/8/16,3.65,
USGS,8067548,3/9/16,103.00,
USGS,8067548,3/10/16,3330.00,
USGS,8067548,3/11/16,1170.00,
USGS,8067548,3/12/16,414.00,
USGS,8067548,3/13/16,154.00,
USGS,8067548,3/14/16,52.30,
USGS,8067548,3/15/16,30.40,
USGS,8067548,3/16/16,22.50,
USGS,8067548,3/17/16,18.30,
USGS,8067548,3/18/16,15.90,
USGS,8067548,3/19/16,14.20,
USGS,8067548,3/20/16,13.20,
USGS,8067548,3/21/16,11.10,
USGS,8067548,3/22/16,10.10,
USGS,8067548,3/23/16,10.20,
USGS,8067548,3/24/16,11.60,
USGS,8067548,3/25/16,15.70,
USGS,8067548,3/26/16,13.30,
USGS,8067548,3/27/16,10.30,
USGS,8067548,3/28/16,9.10,
USGS,8067548,3/29/16,9.40,
USGS,8067548,3/30/16,9.55,
USGS,8067548,3/31/16,9.48,
USGS,8067548,4/1/16,9.83,
USGS,8067548,4/2/16,9.86,
USGS,8067548,4/3/16,10.20,
USGS,8067548,4/4/16,10.20,
USGS,8067548,4/5/16,9.88,
USGS,8067548,4/6/16,9.99,
USGS,8067548,4/7/16,9.84,
USGS,8067548,4/8/16,9.80,
USGS,8067548,4/9/16,8.84,
USGS,8067548,4/10/16,9.07,
USGS,8067548,4/11/16,9.40,
USGS,8067548,4/12/16,10.10,
USGS,8067548,4/13/16,11.50,
USGS,8067548,4/14/16,11.20,
USGS,8067548,4/15/16,11.20,
USGS,8067548,4/16/16,10.90,
USGS,8067548,4/17/16,10.20,
USGS,8067548,4/18/16,299.00,
USGS,8067548,4/19/16,1390.00,
USGS,8067548,4/20/16,602.00,
USGS,8067548,4/21/16,472.00,
USGS,8067548,4/22/16,464.00,
USGS,8067548,4/23/16,112.00,
USGS,8067548,4/24/16,27.10,
USGS,8067548,4/25/16,17.50,
USGS,8067548,4/26/16,13.80,
USGS,8067548,4/27/16,32.60,
USGS,8067548,4/28/16,80.20,
USGS,8067548,4/29/16,24.40,
USGS,8067548,4/30/16,569.00,
USGS,8067548,5/1/16,1630.00,
USGS,8067548,5/2/16,489.00,
USGS,8067548,5/3/16,63.60,
USGS,8067548,5/4/16,25.20,
USGS,8067548,5/5/16,17.10,
USGS,8067548,5/6/16,13.00,
USGS,8067548,5/7/16,10.60,
USGS,8067548,5/8/16,8.91,
USGS,8067548,5/9/16,7.86,
USGS,8067548,5/10/16,6.94,
USGS,8067548,5/11/16,6.03,
USGS,8067548,5/12/16,5.57,
USGS,8067548,5/13/16,5.14,
USGS,8067548,5/14/16,5.58,
USGS,8067548,5/15/16,11.10,
USGS,8067548,5/16/16,14.60,
USGS,8067548,5/17/16,11.10,
USGS,8067548,5/18/16,7.23,
USGS,8067548,5/19/16,13.00,
USGS,8067548,5/20/16,123.00,
USGS,8067548,5/21/16,35.50,
USGS,8067548,5/22/16,15.40,
USGS,8067548,5/23/16,9.77,
USGS,8067548,5/24/16,6.68,
USGS,8067548,5/25/16,5.09,
USGS,8067548,5/26/16,56.20,
USGS,8067548,5/27/16,9990.00,
USGS,8067548,5/28/16,4630.00,
USGS,8067548,5/29/16,962.00,
USGS,8067548,5/30/16,159.00,
USGS,8067548,5/31/16,38.90,
USGS,8067548,6/1/16,70.70,
USGS,8067548,6/2/16,1060.00,
USGS,8067548,6/3/16,2100.00,
USGS,8067548,6/4/16,506.00,
USGS,8067548,6/5/16,935.00,
USGS,8067548,6/6/16,612.00,
USGS,8067548,6/7/16,348.00,
USGS,8067548,6/8/16,167.00,
USGS,8067548,6/9/16,37.20,
USGS,8067548,6/10/16,22.90,
USGS,8067548,6/11/16,18.50,
USGS,8067548,6/12/16,15.30,
USGS,8067548,6/13/16,28.30,
USGS,8067548,6/14/16,25.70,
USGS,8067548,6/15/16,9.59,
USGS,8067548,6/16/16,5.50,
USGS,8067548,6/17/16,3.80,
USGS,8067548,6/18/16,2.86,
USGS,8067548,6/19/16,2.21,
USGS,8067548,6/20/16,1.68,
USGS,8067548,6/21/16,1.65,
USGS,8067548,6/22/16,1.56,
USGS,8067548,6/23/16,1.45,
USGS,8067548,6/24/16,1.20,
USGS,8067548,6/25/16,1.14,
USGS,8067548,6/26/16,1.25,
USGS,8067548,6/27/16,0.99,
USGS,8067548,6/28/16,1.01,
USGS,8067548,6/29/16,1.71,
USGS,8067548,6/30/16,1.70,
USGS,8067548,7/1/16,1.16,
USGS,8067548,7/2/16,0.72,
USGS,8067548,7/3/16,0.50,
USGS,8067548,7/4/16,0.33,
USGS,8067548,7/5/16,0.25,
USGS,8067548,7/6/16,0.17,
USGS,8067548,7/7/16,0.11,
USGS,8067548,7/8/16,0.06,
USGS,8067548,7/9/16,0.01,
USGS,8067548,7/10/16,0.00,
USGS,8067548,7/11/16,0.00,
USGS,8067548,7/12/16,0.00,
USGS,8067548,7/13/16,0.00,
USGS,8067548,7/14/16,0.00,
USGS,8067548,7/15/16,0.00,
USGS,8067548,7/16/16,0.00,
USGS,8067548,7/17/16,0.00,
USGS,8067548,7/18/16,0.00,
USGS,8067548,7/19/16,0.00,
USGS,8067548,7/20/16,0.00,
USGS,8067548,7/21/16,0.00,
USGS,8067548,7/22/16,0.00,
USGS,8067548,7/23/16,0.00,
USGS,8067548,7/24/16,0.00,
USGS,8067548,7/25/16,0.00,
USGS,8067548,7/26/16,0.00,
USGS,8067548,7/27/16,0.00,
USGS,8067548,7/28/16,0.00,
USGS,8067548,7/29/16,0.00,
USGS,8067548,7/30/16,0.00,
USGS,8067548,7/31/16,0.00,
USGS,8067548,8/1/16,0.00,
USGS,8067548,8/2/16,0.00,
USGS,8067548,8/3/16,0.00,
USGS,8067548,8/4/16,0.00,
USGS,8067548,8/5/16,1.09,
USGS,8067548,8/6/16,4.75,
USGS,8067548,8/7/16,0.90,
USGS,8067548,8/8/16,0.21,
USGS,8067548,8/9/16,0.09,
USGS,8067548,8/10/16,0.03,
USGS,8067548,8/11/16,0.00,
USGS,8067548,8/12/16,0.00,
USGS,8067548,8/13/16,0.02,
USGS,8067548,8/14/16,62.90,
USGS,8067548,8/15/16,24.10,
USGS,8067548,8/16/16,38.80,
USGS,8067548,8/17/16,159.00,
USGS,8067548,8/18/16,203.00,
USGS,8067548,8/19/16,287.00,
USGS,8067548,8/20/16,224.00,
USGS,8067548,8/21/16,238.00,
USGS,8067548,8/22/16,483.00,
USGS,8067548,8/23/16,301.00,
USGS,8067548,8/24/16,48.40,
USGS,8067548,8/25/16,17.80,
USGS,8067548,8/26/16,68.10,
USGS,8067548,8/27/16,345.00,
USGS,8067548,8/28/16,141.00,
USGS,8067548,8/29/16,30.40,
USGS,8067548,8/30/16,149.00,
USGS,8067548,8/31/16,114.00,
USGS,8067548,9/1/16,22.80,
USGS,8067548,9/2/16,12.60,
USGS,8067548,9/3/16,8.74,
USGS,8067548,9/4/16,7.19,
USGS,8067548,9/5/16,18.70,
USGS,8067548,9/6/16,14.20,
USGS,8067548,9/7/16,7.47,
USGS,8067548,9/8/16,5.08,
USGS,8067548,9/9/16,3.97,
USGS,8067548,9/10/16,3.45,
USGS,8067548,9/11/16,3.10,
USGS,8067548,9/12/16,2.73,
USGS,8067548,9/13/16,2.63,
USGS,8067548,9/14/16,2.55,
USGS,8067548,9/15/16,2.27,
USGS,8067548,9/16/16,2.27,
USGS,8067548,9/17/16,2.56,
USGS,8067548,9/18/16,2.22,
USGS,8067548,9/19/16,2.05,
USGS,8067548,9/20/16,1.81,
USGS,8067548,9/21/16,1.88,
USGS,8067548,9/22/16,2.50,
USGS,8067548,9/23/16,2.34,
USGS,8067548,9/24/16,2.22,
USGS,8067548,9/25/16,2.59,
USGS,8067548,9/26/16,6.00,
USGS,8067548,9/27/16,7.36,
USGS,8067548,9/28/16,6.83,
USGS,8067548,9/29/16,4.31,
USGS,8067548,9/30/16,2.97,
USGS,8067548,10/1/16,2.76,
USGS,8067548,10/2/16,2.60,
USGS,8067548,10/3/16,2.38,
USGS,8067548,10/4/16,2.08,
USGS,8067548,10/5/16,1.97,
USGS,8067548,10/6/16,2.03,
USGS,8067548,10/7/16,2.11,
USGS,8067548,10/8/16,2.08,
USGS,8067548,10/9/16,2.03,
USGS,8067548,10/10/16,1.96,
USGS,8067548,10/11/16,1.93,
USGS,8067548,10/12/16,1.91,
USGS,8067548,10/13/16,1.82,
USGS,8067548,10/14/16,1.72,
USGS,8067548,10/15/16,1.68,
USGS,8067548,10/16/16,1.46,
USGS,8067548,10/17/16,1.29,
USGS,8067548,10/18/16,1.09,
USGS,8067548,10/19/16,0.96,
USGS,8067548,10/20/16,0.84,
USGS,8067548,10/21/16,0.77,
USGS,8067548,10/22/16,0.67,
USGS,8067548,10/23/16,0.58,
USGS,8067548,10/24/16,0.47,
USGS,8067548,10/25/16,0.39,
USGS,8067548,10/26/16,0.31,
USGS,8067548,10/27/16,0.25,
USGS,8067548,10/28/16,0.18,
USGS,8067548,10/29/16,0.13,
USGS,8067548,10/30/16,0.07,
USGS,8067548,10/31/16,0.01,
USGS,8067548,11/1/16,0.00,
USGS,8067548,11/2/16,0.00,
USGS,8067548,11/3/16,0.00,
USGS,8067548,11/4/16,0.00,
USGS,8067548,11/5/16,0.00,
USGS,8067548,11/6/16,0.00,
USGS,8067548,11/7/16,3.84,
USGS,8067548,11/8/16,47.10,
USGS,8067548,11/9/16,11.20,
USGS,8067548,11/10/16,4.59,
USGS,8067548,11/11/16,2.44,
USGS,8067548,11/12/16,1.83,
USGS,8067548,11/13/16,1.76,
USGS,8067548,11/14/16,1.99,
USGS,8067548,11/15/16,2.34,
USGS,8067548,11/16/16,2.62,
USGS,8067548,11/17/16,2.83,
USGS,8067548,11/18/16,3.34,
USGS,8067548,11/19/16,3.29,
USGS,8067548,11/20/16,3.19,
USGS,8067548,11/21/16,3.27,
USGS,8067548,11/22/16,3.32,
USGS,8067548,11/23/16,4.26,
USGS,8067548,11/24/16,8.61,
USGS,8067548,11/25/16,11.10,
USGS,8067548,11/26/16,5.55,
USGS,8067548,11/27/16,3.24,
USGS,8067548,11/28/16,2.88,
USGS,8067548,11/29/16,3.28,
USGS,8067548,11/30/16,14.80,
USGS,8067548,12/1/16,15.50,
USGS,8067548,12/2/16,6.58,
USGS,8067548,12/3/16,804.00,
USGS,8067548,12/4/16,1410.00,
USGS,8067548,12/5/16,473.00,
USGS,8067548,12/6/16,456.00,
USGS,8067548,12/7/16,260.00,
USGS,8067548,12/8/16,55.10,
USGS,8067548,12/9/16,23.90,
USGS,8067548,12/10/16,17.20,
USGS,8067548,12/11/16,13.50,
USGS,8067548,12/12/16,10.10,
USGS,8067548,12/13/16,8.50,
USGS,8067548,12/14/16,7.72,
USGS,8067548,12/15/16,6.22,
USGS,8067548,12/16/16,5.22,
USGS,8067548,12/17/16,5.18,
USGS,8067548,12/18/16,5.87,
USGS,8067548,12/19/16,5.52,
USGS,8067548,12/20/16,5.13,
USGS,8067548,12/21/16,5.73,
USGS,8067548,12/22/16,6.42,
USGS,8067548,12/23/16,6.85,
USGS,8067548,12/24/16,7.26,
USGS,8067548,12/25/16,7.52,
USGS,8067548,12/26/16,7.84,
USGS,8067548,12/27/16,7.52,
USGS,8067548,12/28/16,7.49,
USGS,8067548,12/29/16,7.20,
USGS,8067548,12/30/16,6.76,
USGS,8067548,12/31/16,6.55,
USGS,8067548,1/1/17,6.42,
USGS,8067548,1/2/17,32.30,
USGS,8067548,1/3/17,258.00,
USGS,8067548,1/4/17,96.70,
USGS,8067548,1/5/17,23.80,
USGS,8067548,1/6/17,13.10,
USGS,8067548,1/7/17,7.65,
USGS,8067548,1/8/17,5.13,
USGS,8067548,1/9/17,4.22,
USGS,8067548,1/10/17,3.99,
USGS,8067548,1/11/17,4.21,
USGS,8067548,1/12/17,4.42,
USGS,8067548,1/13/17,4.44,
USGS,8067548,1/14/17,4.71,
USGS,8067548,1/15/17,4.98,
USGS,8067548,1/16/17,65.50,
USGS,8067548,1/17/17,351.00,
USGS,8067548,1/18/17,670.00,
USGS,8067548,1/19/17,607.00,
USGS,8067548,1/20/17,288.00,
USGS,8067548,1/21/17,108.00,
USGS,8067548,1/22/17,49.80,
USGS,8067548,1/23/17,29.10,
USGS,8067548,1/24/17,18.90,
USGS,8067548,1/25/17,15.10,
USGS,8067548,1/26/17,11.90,
USGS,8067548,1/27/17,9.61,
USGS,8067548,1/28/17,8.20,
USGS,8067548,1/29/17,7.26,
USGS,8067548,1/30/17,6.68,
USGS,8067548,1/31/17,6.22,
USGS,8067548,2/1/17,5.91,
USGS,8067548,2/2/17,5.27,
USGS,8067548,2/3/17,4.62,
USGS,8067548,2/4/17,4.22,
USGS,8067548,2/5/17,4.31,
USGS,8067548,2/6/17,5.02,
USGS,8067548,2/7/17,5.72,
USGS,8067548,2/8/17,5.53,
USGS,8067548,2/9/17,4.90,
USGS,8067548,2/10/17,3.85,
USGS,8067548,2/11/17,3.51,
USGS,8067548,2/12/17,3.30,
USGS,8067548,2/13/17,3.44,
USGS,8067548,2/14/17,7.74,
USGS,8067548,2/15/17,89.30,
USGS,8067548,2/16/17,31.80,
USGS,8067548,2/17/17,13.10,
USGS,8067548,2/18/17,9.30,
USGS,8067548,2/19/17,7.50,
USGS,8067548,2/20/17,574.00,
USGS,8067548,2/21/17,1710.00,
USGS,8067548,2/22/17,322.00,
USGS,8067548,2/23/17,79.80,
USGS,8067548,2/24/17,43.30,
USGS,8067548,2/25/17,29.60,
USGS,8067548,2/26/17,22.40,
USGS,8067548,2/27/17,19.80,
USGS,8067548,2/28/17,18.30,
USGS,8067548,3/1/17,16.90,
USGS,8067548,3/2/17,15.30,
USGS,8067548,3/3/17,13.20,
USGS,8067548,3/4/17,12.90,
USGS,8067548,3/5/17,14.80,
USGS,8067548,3/6/17,17.60,
USGS,8067548,3/7/17,18.60,
USGS,8067548,3/8/17,49.50,
USGS,8067548,3/9/17,27.30,
USGS,8067548,3/10/17,19.10,
USGS,8067548,3/11/17,121.00,
USGS,8067548,3/12/17,55.30,
USGS,8067548,3/13/17,23.80,
USGS,8067548,3/14/17,16.80,
USGS,8067548,3/15/17,13.70,
USGS,8067548,3/16/17,11.90,
USGS,8067548,3/17/17,11.10,
USGS,8067548,3/18/17,10.50,
USGS,8067548,3/19/17,9.98,
USGS,8067548,3/20/17,9.50,
USGS,8067548,3/21/17,8.84,
USGS,8067548,3/22/17,8.47,
USGS,8067548,3/23/17,8.18,
USGS,8067548,3/24/17,8.19,
USGS,8067548,3/25/17,8.78,
USGS,8067548,3/26/17,9.93,
